Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
396	-420.488	-431.4671	10.97909	0.0471527	0.0193253	0.0256723	0.00681472	0.0044676	0.014128	0.00774584	0.0436765	0.00524779	0.00934729	0.00424178	0.0123841	0.0199197	0.0708749	0.0590226	0.367794	1.60586	0.101874	0.328269	0.706435	1.41556	3.04629	9.81608	1.651505	0.2194891	0.134714	0.0552119	0.073345	0.0194694	0.0127638	0.0403632	0.0221296	0.124782	0.0149928	0.0267049	0.0121186	0.035381	0.0569099	0.202488	0.168626	0.42404	0.57596	0.4240399	0.3500211
432	-416.8457	-427.5546	10.70888	0.126411	0.0500773	0.129264	0.0218447	0.00451064	0.0199226	0.0082072	0.165834	0.0622474	0.463928	0.140024	0.100453	0.0249217	0.371641	0.0742595	0.371349	1.60246	0.377475	0.621795	0.862227	1.15979	1.60825	2.64918	0.7044498	0.2220818	0.0716798	0.0283958	0.0732979	0.0123868	0.00255771	0.0112969	0.00465381	0.0940345	0.0352967	0.263065	0.0793992	0.0569607	0.0141316	0.210735	0.0421081	0.389855	0.610145	0.3898548	1.763545
468	-420.7863	-432.0054	11.21914	0.0895431	0.0627159	0.0731669	0.00539607	0.0204579	0.00936687	0.0425567	0.0761605	0.0839075	0.201862	0.0633502	0.0583215	0.0301654	0.188761	0.0286913	0.398011	1.57691	0.22934	0.487646	0.799272	1.25114	2.05067	4.36033	1.064754	0.2418836	0.0865633	0.0606289	0.0707321	0.0052165	0.0197771	0.00905517	0.0411406	0.073626	0.0811153	0.195144	0.0612421	0.0563807	0.0291616	0.18248	0.0277365	0.529599	0.470401	0.5295995	1.034423
504	-418.1436	-428.6814	10.53778	0.148333	0.0376691	0.181256	0.0305845	0.0151422	0.0664992	0.0447198	0.201933	0.104047	0.468352	0.141523	0.136052	0.0936523	0.355927	0.0164416	0.59729	1.38593	0.9595	0.980039	0.993729	1.00631	1.02037	1.04221	0.02989396	0.4130094	0.0726365	0.018446	0.0887581	0.0149768	0.00741491	0.0325636	0.0218986	0.0988834	0.0509503	0.229344	0.0693015	0.0666228	0.0458601	0.174292	0.00805118	0.3054	0.6946	0.3053998	2.042132
540	-420.6435	-431.6161	10.97261	0.132343	0.0471565	0.112177	0.0409268	0.016102	0.0470075	0.0176963	0.328341	0.166636	0.301266	0.218889	0.0915528	0.00761099	0.332212	0.0602357	0.35525	1.61789	0.711765	0.847197	0.949582	1.0531	1.18036	1.40496	0.2458484	0.2104274	0.0689234	0.0245587	0.0584207	0.0213144	0.00838578	0.0244811	0.00921608	0.170997	0.0867826	0.156897	0.113996	0.0476799	0.00396374	0.173014	0.0313703	0.541066	0.458934	0.541066	1.920153
576	-420.9256	-432.2409	11.31528	0.0294665	0.0328836	0.0774675	0.0050641	0.00841403	0.042323	0.00697592	0.104127	0.0573144	0.181294	0.120998	0.0716302	0.0018857	0.145132	0.0223726	0.423655	1.55233	0.237161	0.495686	0.80336	1.24477	2.0174	4.21654	1.040508	0.261544	0.0324754	0.0362414	0.0853778	0.00558121	0.00927321	0.0466447	0.00768825	0.11476	0.0631669	0.199806	0.133354	0.0789446	0.00207825	0.159951	0.0246572	0.403637	0.596363	0.4036372	0.9073487
612	-419.5158	-430.8128	11.29699	0.0858216	0.0824445	0.230493	0.00395147	0.00856908	0.0163399	0.0173616	0.0200907	0.118713	0.239001	0.0976288	0.130617	0.189467	0.0991223	0.0309733	0.322572	1.6492	0.353285	0.602032	0.853582	1.17153	1.66104	2.83058	0.7523393	0.1874434	0.0626164	0.0601524	0.16817	0.00288304	0.00625209	0.0119217	0.0126672	0.0146584	0.0866142	0.174378	0.071231	0.0952997	0.138237	0.0723207	0.0225984	0.353633	0.646367	0.353633	1.370594
648	-434.3208	-445.2946	10.97378	0.0861085	0.103383	0.085197	0.0016359	0.0574724	0.0199724	0.125856	0.178209	0.164669	0.42275	0.109879	0.0577152	0.231954	0.0114482	0.0227105	0.514471	1.4653	0.680054	0.828573	0.94302	1.06042	1.20689	1.47047	0.2788031	0.3364738	0.0512868	0.0615756	0.0507439	0.000974353	0.0342309	0.0118957	0.0749609	0.106143	0.0980781	0.251792	0.0654449	0.0343755	0.138153	0.00681865	0.0135265	0.213776	0.786224	0.2137755	1.678961
684	-416.8008	-428.2191	11.41826	0.0825392	0.0240015	0.121847	0.00360267	0.00401893	0.00673279	0.0116293	0.129806	0.0494375	0.224545	0.0188213	0.0581891	0.154467	0.0437317	0.0305707	0.400097	1.57491	0.275622	0.533384	0.821943	1.21663	1.87482	3.62815	0.9318359	0.2434596	0.085627	0.0248993	0.126405	0.00373744	0.00416927	0.00698466	0.0120643	0.134662	0.0512869	0.232945	0.0195253	0.0603659	0.160245	0.0453676	0.0317143	0.350841	0.649159	0.350841	0.9639397
720	-417.2044	-428.1281	10.92368	0.143072	0.02765	0.195377	0.0276337	0.015029	0.0400917	0.0749847	0.0940704	0.124499	0.254123	0.0457531	0.0862365	0.379649	0.0699103	0.0438217	0.381856	1.59239	0.397145	0.637392	0.868917	1.15086	1.56889	2.51797	0.6677211	0.2298092	0.0882125	0.0170479	0.120462	0.0170379	0.00926629	0.024719	0.0462326	0.0580001	0.0767614	0.156682	0.0282095	0.05317	0.234076	0.0431039	0.0270187	0.358239	0.641761	0.3582389	1.621901
756	-422.3118	-433.4193	11.10752	0.29403	0.0458511	0.107893	0.0016624	0.00873646	0.0275138	0.00974953	0.108307	0.0384428	0.238458	0.0275597	0.11528	0.142953	0.0375468	0.0296392	0.336503	1.63585	0.224294	0.482383	0.79657	1.25538	2.07304	4.45844	1.080842	0.1971337	0.238347	0.0371679	0.0874605	0.00134758	0.00708195	0.0223032	0.00790317	0.087796	0.0311625	0.193299	0.0223405	0.093448	0.11588	0.0304362	0.0240262	0.290529	0.709471	0.2905293	1.233623
792	-419.5249	-430.9446	11.41968	0.0873287	0.0683555	0.068563	0.0118303	0.00797137	0.0218281	0.048001	0.0867866	0.051375	0.188949	0.0321838	0.0506921	0.201725	0.0313686	0.00605392	0.510031	1.46955	0.370805	0.616412	0.859892	1.16294	1.62229	2.69683	0.7173411	0.3326045	0.0906829	0.0709809	0.0711964	0.0122847	0.00827754	0.0226665	0.0498446	0.09012	0.0533483	0.196206	0.0334199	0.0526391	0.209473	0.0325734	0.00628644	0.303536	0.696464	0.3035364	0.9630118
828	-420.3564	-430.808	10.45163	0.24297	0.0343361	0.215251	0.112296	0.00220447	0.0433736	0.0604511	0.201124	0.0212055	0.558664	0.00985823	0.123834	0.473166	0.168124	0.0152821	0.408245	1.5671	0.861764	0.930012	0.977618	1.02289	1.07525	1.16041	0.1075738	0.2496553	0.106466	0.0150456	0.09432	0.0492064	0.000965967	0.0190057	0.0264888	0.0881296	0.00929192	0.244798	0.00431973	0.0542621	0.207334	0.0736694	0.00669638	0.364755	0.635245	0.3647552	2.28214
864	-421.4386	-432.1065	10.66791	0.121727	0.066592	0.333371	0.00201091	0.00852416	0.0195044	0.141876	0.16114	0.195063	0.374923	0.00130145	0.172177	0.377214	0.0566922	0.119796	0.374965	1.59899	0.801151	0.897514	0.966829	1.03431	1.11419	1.2482	0.1603089	0.2247297	0.0565667	0.0309455	0.154919	0.000934474	0.0039612	0.00906377	0.0659303	0.0748823	0.0906462	0.174228	0.000604786	0.0800112	0.175292	0.0263451	0.0556694	0.300385	0.699615	0.3003854	2.151911
900	-420.2705	-430.6048	10.33428	0.0876935	0.0395488	0.0976316	0.0207569	0.0231121	0.00699985	0.0203374	0.0811063	0.111595	0.430327	0.130883	0.023566	0.536395	0.194951	0.165483	0.441717	1.53502	0.415332	0.651464	0.874857	1.14304	1.535	2.40771	0.6353435	0.2757693	0.0445058	0.0200716	0.0495495	0.0105344	0.0117297	0.00355253	0.0103215	0.0411626	0.056636	0.218397	0.066425	0.0119601	0.272228	0.0989403	0.0839852	0.365073	0.634927	0.365073	1.970386
936	-418.5061	-429.294	10.78782	0.138757	0.00823006	0.202669	0.0733497	0.00733467	0.0833183	0.00254081	0.184167	0.0530206	0.0301976	0.0836149	0.364406	0.067664	0.288196	0.0824404	0.449757	1.52732	0.435181	0.666467	0.881094	1.13495	1.50045	2.29789	0.6015881	0.2822054	0.0830925	0.00492846	0.121366	0.0439245	0.00439227	0.049894	0.00152153	0.110286	0.0317507	0.0180834	0.0500717	0.218219	0.0405197	0.172582	0.0493683	0.328071	0.671929	0.3280712	1.669905
972	-418.547	-430.3436	11.79663	0.109039	0.0201873	0.0596204	0.045303	0.00487189	0.0507153	0.0526049	0.145549	0.0587057	0.0174978	0.114411	0.234478	0.0997695	0.233107	0.039637	0.398737	1.57621	0.757352	0.873239	0.958594	1.04319	1.14516	1.32039	0.2009604	0.2424316	0.0848225	0.0157039	0.0463793	0.0352417	0.00378989	0.0394519	0.0409219	0.113224	0.0456677	0.0136117	0.0890014	0.182403	0.0776117	0.181336	0.0308341	0.324837	0.675163	0.3248365	1.285496
1008	-418.5716	-430.1409	11.56931	0.146236	0.0118493	0.0275464	0.00700299	0.00313411	0.0185371	0.0352995	0.0662725	0.0503214	0.111451	0.0101558	0.0164109	0.156129	0.0279286	0.0331332	0.318555	1.65305	0.205188	0.461886	0.785852	1.2725	2.16504	4.87359	1.145219	0.1846778	0.202709	0.0164253	0.0381842	0.00970739	0.00434444	0.0256957	0.0489314	0.0918654	0.0697545	0.154491	0.0140777	0.0227484	0.216422	0.038714	0.0459285	0.335612	0.664388	0.3356124	0.7214082
1044	-430.053	-440.9694	10.91644	0.0983384	0.0411299	0.106367	0.118081	0.0345713	0.0294654	0.0570136	0.110308	0.272917	0.19311	0.0731711	0.0552783	0.24192	0.211377	0.141438	0.259613	1.70954	0.375562	0.620256	0.861561	1.16068	1.61224	2.66268	0.7081244	0.1455343	0.0551074	0.0230486	0.0596067	0.066171	0.0193732	0.016512	0.0319495	0.0618152	0.152939	0.108216	0.041004	0.0309771	0.135568	0.118453	0.07926	0.475808	0.524192	0.4758081	1.784488
1080	-424.9912	-434.741	9.749772	0.304082	0.00933479	0.0857948	0.0940895	0.12195	0.00574619	0.00562504	0.116852	0.0498671	0.0507122	0.651257	0.0685749	0.032604	0.273874	0.474643	0.421305	1.55458	0.387835	0.63006	0.865787	1.15502	1.58715	2.57841	0.6848725	0.2597166	0.129672	0.00398071	0.0365861	0.0401233	0.0520043	0.00245039	0.00239873	0.0498302	0.0212652	0.0216256	0.277721	0.0292429	0.0139036	0.11679	0.202406	0.391443	0.608557	0.3914433	2.345008
1116	-423.8695	-435.1138	11.24436	0.159725	0.0821969	0.151557	0.0400137	0.0105822	0.0229736	0.011295	0.106808	0.112398	0.0877815	0.339938	0.0941927	0.0151329	0.0822583	0.124329	0.509407	1.47015	0.624299	0.794717	0.930825	1.07432	1.25831	1.6018	0.3406569	0.3320618	0.110829	0.0570344	0.105162	0.0277645	0.0073427	0.0159408	0.0078373	0.0741113	0.0779904	0.0609095	0.235874	0.065358	0.0105003	0.057077	0.0862686	0.388891	0.611109	0.3888906	1.441181
1152	-417.0267	-428.4122	11.38553	0.215958	0.0416004	0.139082	0.0177955	0.00122392	0.0241342	0.0220091	0.187545	0.108068	0.0360978	0.274401	0.0747025	0.112554	0.071361	0.325832	0.408136	1.5672	0.858248	0.92816	0.97701	1.02353	1.0774	1.16516	0.11053	0.2495719	0.130696	0.0251762	0.0841714	0.0107697	0.000740708	0.0146058	0.0133197	0.113501	0.0654022	0.0218462	0.166066	0.0452094	0.068117	0.0431872	0.197191	0.347111	0.652889	0.3471111	1.652365
1188	-420.9894	-431.8577	10.86826	0.0990834	0.0592343	0.195981	0.0748696	0.000253006	0.07476	0.0515338	0.0990488	0.167653	0.0972819	0.310917	0.0136143	0.0450797	0.163185	0.343998	0.362887	1.61057	0.490471	0.706498	0.897275	1.11449	1.41543	2.03886	0.5151071	0.2159284	0.0551538	0.0329722	0.109091	0.0416754	0.000140833	0.0416144	0.0286858	0.0551346	0.0933221	0.054151	0.173069	0.00757825	0.0250931	0.0908355	0.191483	0.490243	0.509757	0.4902433	1.796493
1224	-415.1131	-426.3335	11.22037	0.161687	0.0527838	0.144997	0.0232818	0.00400999	0.0400121	0.00921839	0.162969	0.138061	0.0536058	0.29734	0.0854759	0.0719206	0.175424	0.232302	0.512675	1.46702	0.905441	0.952709	0.985	1.01523	1.04964	1.10443	0.07182506	0.3349059	0.0978089	0.0319304	0.0877126	0.0140838	0.00242575	0.0242044	0.00557647	0.0985848	0.0835171	0.0324276	0.17987	0.0517068	0.0435068	0.106119	0.140526	0.400385	0.599615	0.4003846	1.653088
1260	-418.2575	-429.793	11.53549	0.136372	0.0647364	0.0707805	0.00137397	0.0232874	0.023917	0.0206872	0.161442	0.0693813	0.033396	0.177611	0.0502672	0.0136862	0.0922655	0.157826	0.421741	1.55417	0.41578	0.651807	0.875001	1.14286	1.5342	2.40512	0.6345639	0.2600548	0.12431	0.0590106	0.0645202	0.00125245	0.0212277	0.0218017	0.0188575	0.147163	0.0632448	0.0304423	0.161902	0.0458212	0.0124757	0.0841049	0.143866	0.424424	0.575576	0.4244244	1.097029
1296	-420.4866	-431.8539	11.36725	0.0463193	0.036798	0.0598597	0.0003124	0.00723086	0.00795542	0.017471	0.0388677	0.0177676	0.00612424	0.0973932	0.00662791	0.0142733	0.0340291	0.0702768	0.458595	1.51885	0.207904	0.464858	0.787427	1.26996	2.15119	4.8099	1.135708	0.289356	0.100409	0.079769	0.129761	0.000677207	0.0156747	0.0172454	0.0378729	0.0842557	0.0385159	0.0132758	0.211125	0.0143677	0.0309411	0.0737668	0.152343	0.412537	0.587463	0.4125374	0.4613066
1332	-418.5726	-430.0288	11.45625	0.188733	0.0447757	0.062521	0.0375978	0.0322964	0.011648	0.0112462	0.107843	0.0949619	0.223875	0.0543264	0.0426034	0.239526	0.016077	0.063378	0.301274	1.66961	0.326016	0.578903	0.843213	1.18594	1.72741	3.06733	0.8104209	0.1729272	0.153266	0.0363614	0.0507719	0.0305324	0.0262272	0.00945909	0.0091328	0.0875768	0.0771164	0.181804	0.0441172	0.0345972	0.194514	0.0130558	0.0514678	0.300585	0.699415	0.3005849	1.23141
1368	-422.741	-433.8156	11.07456	0.0726648	0.049989	0.109293	0.0346944	0.00261577	0.0291256	0.0298067	0.0592748	0.091987	0.112441	0.00568682	0.00122114	0.165399	0.0381472	0.103439	0.47367	1.5044	0.194189	0.449641	0.779292	1.28322	2.224	5.14962	1.185054	0.3017374	0.0802231	0.0551886	0.120661	0.0383032	0.00288785	0.0321551	0.0329071	0.0654403	0.101555	0.124136	0.00627834	0.00134816	0.182603	0.0421151	0.114198	0.37456	0.62544	0.3745601	0.905784
1404	-426.0211	-437.2045	11.18346	0.0176963	0.100336	0.0557091	0.00882411	0.00110384	0.012332	0.0228723	0.068869	0.118413	0.199394	0.0221053	0.00206178	0.166675	0.0182179	0.0992646	0.120356	1.84299	0.0762065	0.284934	0.675912	1.47948	3.50958	13.1222	1.861403	0.06258364	0.0193641	0.109792	0.0609592	0.00965571	0.00120787	0.0134942	0.0250278	0.0753594	0.129573	0.218186	0.0241885	0.00225609	0.182383	0.0199347	0.108619	0.333823	0.666177	0.3338233	0.9138751
1440	-418.8931	-430.0531	11.16003	0.0468969	0.0291436	0.0432975	0.0159281	0.00125661	0.0123812	0.00697096	0.0230985	0.044369	0.0865259	0.0188677	0.0192772	0.154354	0.0104369	0.0633859	0.406513	1.56876	0.136848	0.379089	0.738882	1.3534	2.6379	7.30739	1.438102	0.2483334	0.0813914	0.0505799	0.0751446	0.0276438	0.0021809	0.0214881	0.0120984	0.0400883	0.0770042	0.150169	0.0327456	0.0334563	0.267887	0.0181137	0.110009	0.29898	0.70102	0.2989796	0.57619
1476	-421.5919	-432.5658	10.9739	0.12279	0.0323433	0.0220304	0.0134603	0.00302343	0.0136172	0.0572462	0.0417779	0.035274	0.235695	0.0682367	0.0768018	0.288963	0.01688	0.105881	0.452136	1.52504	0.219749	0.477591	0.794093	1.2593	2.09384	4.55064	1.095644	0.2841227	0.108279	0.0285209	0.0194268	0.0118695	0.00266611	0.0120079	0.0504807	0.0368405	0.0311053	0.20784	0.0601724	0.0677252	0.254813	0.0148851	0.0933679	0.394456	0.605544	0.3944559	1.13402
1512	-422.4829	-434.3388	11.85584	0.0928962	0.0964229	0.0658852	0.0827699	0.00659684	0.0299229	0.00861937	0.0777748	0.0619338	0.0022679	0.181679	0.0445581	0.0624776	0.0431081	0.131665	0.337697	1.63471	0.436954	0.667789	0.881639	1.13425	1.49748	2.28857	0.5986488	0.1979719	0.0939695	0.0975369	0.0666465	0.0837262	0.00667306	0.0302686	0.00871896	0.0786734	0.0626493	0.0022941	0.183778	0.0450729	0.0631995	0.0436062	0.133187	0.327081	0.672919	0.3270805	0.9885783
1548	-418.058	-429.7835	11.7255	0.156004	0.0250267	0.0808795	0.0194575	0.0243137	0.0189684	0.00113378	0.143101	0.0517476	0.0418217	0.153555	0.0487733	0.00611815	0.0743262	0.186659	0.373609	1.60029	0.429806	0.662439	0.879429	1.1371	1.50957	2.32663	0.6105744	0.2237356	0.151183	0.0242533	0.0783803	0.0188563	0.0235624	0.0183823	0.00109875	0.138679	0.0501486	0.0405294	0.14881	0.0472662	0.00592909	0.0720295	0.180891	0.428384	0.571616	0.4283835	1.031886
1584	-425.8479	-436.863	11.01511	0.355733	0.150365	0.151108	0.0109064	0.00176839	0.0214459	0.000622968	0.101036	0.116649	0.325629	0.168448	0.00274791	0.258942	0.0310805	0.250136	0.419707	1.55611	0.954998	0.977793	0.993018	1.00703	1.02271	1.04712	0.03329469	0.2584764	0.182744	0.0772444	0.077626	0.00560272	0.000908442	0.011017	0.000320026	0.0519031	0.0599241	0.167279	0.0865337	0.00141163	0.133021	0.0159664	0.128498	0.244537	0.755463	0.2445373	1.946617
1620	-420.7236	-431.1539	10.43034	0.217823	0.0100733	0.182654	0.00803246	0.0160801	0.0927352	0.0549304	0.214679	0.0167672	0.131469	0.0412121	0.135639	0.120415	0.398998	0.530717	0.426687	1.54942	0.695388	0.837633	0.946225	1.05683	1.19384	1.43805	0.2626802	0.2639099	0.100277	0.00463732	0.084086	0.0036978	0.0074026	0.0426913	0.0252876	0.098829	0.00771891	0.0605229	0.0189723	0.0624425	0.055434	0.183682	0.24432	0.353736	0.646264	0.3537359	2.172225
1656	-427.1965	-437.8348	10.63831	0.247247	0.0550572	0.342103	0.0043644	0.114667	0.0559012	0.017959	0.146898	0.050539	0.0471113	0.235894	0.152958	0.355728	0.147835	0.0679998	0.289058	1.68132	0.474249	0.695004	0.892695	1.1202	1.43884	2.1086	0.5394256	0.1647596	0.121065	0.0269589	0.167512	0.00213704	0.0561469	0.0273722	0.00879368	0.0719288	0.0247466	0.0230682	0.115506	0.0748964	0.174183	0.0723879	0.0332963	0.34621	0.65379	0.3462097	2.042261
1692	-418.1214	-428.8072	10.68573	0.0721875	0.0327516	0.0791983	0.0132213	0.0158461	0.0253709	0.0506458	0.111485	0.213672	0.0643266	0.369267	0.323249	0.453411	0.060166	0.0797029	0.526673	1.45361	0.83565	0.91616	0.973051	1.0277	1.09151	1.19667	0.1298234	0.3472252	0.036746	0.0166717	0.0403147	0.00673013	0.00806624	0.0129147	0.0257805	0.05675	0.108767	0.0327445	0.18797	0.164545	0.230802	0.0306266	0.0405716	0.407587	0.592413	0.4075868	1.964501
1728	-419.6978	-430.9001	11.20234	0.124354	0.0996484	0.169668	0.000620942	0.0346782	0.0159796	0.0663494	0.168366	0.0657717	0.417521	0.11055	0.0271347	0.0529195	0.18618	0.059404	0.401897	1.57318	0.591295	0.773942	0.923164	1.08323	1.29209	1.6912	0.3799295	0.2448229	0.0777628	0.0623135	0.106099	0.000388296	0.0216854	0.00999258	0.0414905	0.105285	0.0411293	0.26109	0.0691309	0.0169682	0.0330924	0.116425	0.0371473	0.265857	0.734143	0.2658571	1.599145
1764	-421.2301	-432.4343	11.20426	0.152047	0.0329545	0.0585359	0.000890482	0.0336992	0.015158	0.0250882	0.0629985	0.0984573	0.045841	0.194176	0.146278	0.201618	0.0318634	0.0609566	0.507539	1.47194	0.364887	0.611595	0.857789	1.16579	1.63507	2.74057	0.7289738	0.330442	0.131011	0.0283953	0.0504375	0.000767286	0.029037	0.0130609	0.0216173	0.0542827	0.0848359	0.039499	0.167312	0.12604	0.173725	0.0274551	0.0525234	0.402631	0.597369	0.4026308	1.160562
