Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
6336	-422.392	-434.1122	11.72026	0.0554002	0.0508486	0.0928487	0.0503889	0.0200873	0.0167849	0.0301176	0.0831666	0.0814635	0.0474806	0.180971	0.154711	0.0871016	0.0298118	0.0435788	0.118305	1.84496	0.184282	0.438303	0.773108	1.29348	2.28153	5.42647	1.222918	0.06145165	0.0540616	0.0496199	0.0906052	0.0491713	0.0196019	0.0163793	0.0293899	0.0811571	0.0794952	0.0463334	0.176598	0.150973	0.084997	0.0290915	0.0425258	0.42278	0.57722	0.4227801	1.024761
6372	-420.6542	-431.854	11.19974	0.051433	0.0431298	0.0556492	0.0054618	0.0153043	0.0297748	0.0156704	0.117432	0.0575559	0.179043	0.15709	0.0607674	0.0885614	0.0682967	0.028787	0.386655	1.58779	0.198877	0.454902	0.782126	1.27857	2.19828	5.02824	1.167807	0.2333716	0.0528083	0.0442831	0.0571372	0.00560785	0.0157135	0.0305709	0.0160894	0.120572	0.0590949	0.183831	0.16129	0.0623923	0.0909295	0.0701229	0.0295567	0.323839	0.676161	0.3238389	0.9739567
6408	-425.9763	-437.0653	11.08894	0.12022	0.00985005	0.0149921	0.0199831	0.0114798	0.00555814	0.0185488	0.0718151	0.0381084	0.0332389	0.149328	0.204981	0.0753315	0.0153339	0.026112	0.174233	1.79136	0.0725407	0.278165	0.670861	1.49062	3.59499	13.7854	1.897049	0.0932102	0.14753	0.0120877	0.0183979	0.0245228	0.0140877	0.0068208	0.0227626	0.0881296	0.0467656	0.0407898	0.183252	0.251547	0.0924447	0.0188174	0.032044	0.559133	0.440867	0.559133	0.8148812
6444	-424.0707	-434.877	10.80632	0.114304	0.0251209	0.0207866	0.0476321	0.0074003	0.011276	0.0254865	0.0973391	0.0701135	0.313613	0.388242	0.0476244	0.0705647	0.103873	0.119101	0.6862	1.30073	0.556197	0.751186	0.914609	1.09336	1.33123	1.79793	0.4241764	0.5055706	0.0781579	0.0171769	0.0142133	0.0325695	0.00506011	0.00771019	0.0174269	0.0665577	0.0479416	0.21444	0.265469	0.0325642	0.0482501	0.071025	0.0814378	0.458286	0.541714	0.4582865	1.462477
6480	-421.3998	-432.049	10.64915	0.0811363	0.0793295	0.136062	0.0240824	0.00952933	0.0292528	0.0481006	0.0951892	0.06991	0.227497	0.261341	0.0880415	0.0984958	0.155598	0.0916311	0.561703	1.42003	0.346426	0.596303	0.85104	1.17503	1.677	2.88662	0.7665157	0.3790742	0.0542646	0.0530563	0.0909992	0.0161065	0.0063733	0.0195645	0.0321701	0.0636633	0.0467564	0.152152	0.174787	0.0588829	0.0658748	0.104065	0.0612837	0.390397	0.609603	0.390397	1.495196
6516	-421.8746	-432.2607	10.38605	0.222398	0.102575	0.360087	0.000197628	0.0356016	0.0409762	0.0203412	0.098807	0.0496943	0.480399	0.3272	0.0449631	0.00921706	0.126051	0.140624	0.331765	1.64039	0.393901	0.634847	0.867833	1.15229	1.57518	2.53871	0.673652	0.1938204	0.108006	0.0498148	0.174873	9.59761e-05	0.0172896	0.0198998	0.00987852	0.0479848	0.0241336	0.233302	0.158902	0.021836	0.00447619	0.0612156	0.0682927	0.309364	0.690636	0.3093639	2.059132
6552	-424.7484	-435.9661	11.21767	0.133662	0.0624653	0.148974	0.0798304	0.00966872	0.0214087	0.00135842	0.0384509	0.0128699	0.0494543	0.0430128	0.0936753	0.150641	0.0113016	0.0260958	0.483442	1.49503	0.23622	0.494726	0.802874	1.24553	2.02132	4.23334	1.043382	0.3098914	0.151395	0.0707526	0.168739	0.0904215	0.0109515	0.024249	0.00153865	0.0435522	0.0145773	0.0560154	0.0487193	0.106103	0.170627	0.012801	0.029558	0.460946	0.539054	0.4609462	0.8828698
6588	-418.9709	-429.8119	10.84105	0.256374	0.0408672	0.161405	0.00109384	0.0542685	0.00384766	0.00345388	0.282192	0.0579984	0.279672	0.339966	0.00460799	0.115981	0.214138	0.0614219	0.430948	1.54534	0.671909	0.823719	0.941292	1.06237	1.21401	1.4883	0.2875155	0.2672495	0.136566	0.0217693	0.0859779	0.000582668	0.0289079	0.00204959	0.00183982	0.150319	0.0308948	0.148977	0.181094	0.0024546	0.0617811	0.114068	0.0327184	0.458398	0.541602	0.4583979	1.877288
6624	-418.1521	-429.7798	11.62766	0.12428	0.0481969	0.0842205	0.000224196	0.00345623	0.0167207	0.0677591	0.16041	0.0817195	0.0232662	0.277112	0.251466	0.134602	0.025951	0.14493	0.451742	1.52541	0.915384	0.957798	0.986638	1.01354	1.04406	1.09244	0.06392758	0.2838045	0.0860474	0.0333701	0.0583117	0.000155226	0.00239299	0.0115769	0.0469144	0.111063	0.0565802	0.0161088	0.191864	0.174107	0.0931947	0.0179677	0.100345	0.299181	0.700819	0.2991813	1.444315
6660	-421.4211	-432.0534	10.63229	0.105136	0.110787	0.129406	0.0031562	0.0181375	0.02315	0.0276459	0.0893679	0.0820498	0.0727606	0.286561	0.269791	0.144114	0.0590713	0.0396594	0.648727	1.33664	0.396595	0.636961	0.868734	1.1511	1.56995	2.52146	0.6687222	0.4651201	0.0719719	0.0758404	0.0885862	0.00216061	0.0124162	0.0158475	0.0189253	0.0611776	0.0561679	0.0498089	0.196168	0.184688	0.0986546	0.0404378	0.0271492	0.357942	0.642058	0.3579421	1.460795
6696	-419.2252	-430.1374	10.91214	0.178244	0.0196772	0.0491369	0.00243573	0.033598	0.0219935	0.007328	0.072456	0.0770542	0.118042	0.290836	0.279266	0.138185	0.100457	0.0282492	0.407668	1.56765	0.287243	0.544236	0.827124	1.20901	1.83744	3.48137	0.9019745	0.249215	0.125793	0.0138869	0.0346777	0.00171899	0.0237113	0.0155217	0.00517164	0.0511349	0.05438	0.0833067	0.205254	0.197088	0.0975222	0.070896	0.0199365	0.396914	0.603086	0.3969137	1.416959
6732	-414.9709	-426.3317	11.36081	0.136675	0.00590564	0.0948151	0.00899777	0.0225742	0.0163515	0.0382532	0.233822	0.0783193	0.0324016	0.20636	0.275805	0.124305	0.052307	0.0234599	0.427026	1.5491	0.500891	0.71378	0.90015	1.11093	1.40099	1.99644	0.4999055	0.2641751	0.101214	0.00437341	0.0702151	0.00666328	0.0167173	0.0121091	0.0283283	0.173156	0.0579992	0.0239949	0.15282	0.204247	0.0920539	0.0387358	0.0173732	0.35465	0.64535	0.3546499	1.350352
6768	-416.853	-427.8791	11.0261	0.120736	0.0440992	0.11955	0.0144523	0.00138741	0.0411914	0.00345899	0.0568106	0.0386428	0.0503646	0.268968	0.38391	0.104076	0.0277897	0.0467968	0.1586	1.80634	0.131025	0.371134	0.734009	1.36238	2.69444	7.63214	1.469542	0.0841434	0.0913123	0.033352	0.0904154	0.0109302	0.00104929	0.0311528	0.00261602	0.0429656	0.0292254	0.0380905	0.203419	0.29035	0.078712	0.0210172	0.0353922	0.353182	0.646818	0.3531824	1.322234
6804	-420.2237	-431.6776	11.45389	0.0573062	0.00508664	0.127506	0.00982147	1.87008e-05	0.060146	0.0100624	0.0705056	0.173433	0.147311	0.0357195	0.0538827	0.115174	0.341485	0.203216	0.577635	1.40477	0.94217	0.971366	0.990977	1.0091	1.02948	1.06138	0.04307302	0.394063	0.0406233	0.00360583	0.0903865	0.00696226	1.32566e-05	0.0426364	0.00713307	0.0499801	0.122944	0.104426	0.0253209	0.0381964	0.0816445	0.242072	0.144056	0.374998	0.625002	0.3749976	1.410673
6840	-428.5844	-440.1559	11.5715	0.115747	0.0615648	0.0475331	0.0817308	0.00377675	0.0365835	0.0625709	0.0826551	0.152774	0.0113532	0.210877	0.190861	0.0253863	0.064212	0.0255543	0.393184	1.58153	0.454307	0.680595	0.886879	1.12755	1.4693	2.20115	0.570488	0.2382507	0.0986608	0.0524768	0.0405165	0.069666	0.00321924	0.0311832	0.0533345	0.0704539	0.130222	0.00967729	0.179748	0.162687	0.0216388	0.0547333	0.0217821	0.440251	0.559749	0.4402511	1.17318
6876	-418.4976	-429.9817	11.48416	0.182972	0.0341048	0.145153	0.0293704	0.0015369	0.0507551	0.0659189	0.294543	0.0352686	0.148354	0.0394707	0.0182501	0.0589849	0.264512	0.241417	0.347645	1.62517	0.765256	0.877672	0.960109	1.04155	1.13938	1.30675	0.1934537	0.2049997	0.113604	0.0211751	0.0901231	0.0182356	0.000954232	0.0315129	0.0409278	0.182877	0.0218977	0.0921104	0.0245067	0.0113312	0.0366227	0.164231	0.149891	0.47693	0.52307	0.4769301	1.610612
6912	-417.5539	-428.6926	11.13868	0.201317	0.0449414	0.161051	0.00627029	0.00950875	0.0307531	0.0769347	0.16502	0.0140312	0.10206	0.0858705	0.041298	0.0980875	0.253027	0.29113	0.372415	1.60144	0.481887	0.700441	0.894868	1.11748	1.42767	2.07517	0.5278729	0.2228608	0.127311	0.0284205	0.101847	0.00396527	0.00601325	0.019448	0.0486528	0.104357	0.00887322	0.0645416	0.0543038	0.0261165	0.0620297	0.160012	0.184108	0.246938	0.753062	0.2469383	1.581299
6948	-420.126	-431.1823	11.05629	0.158396	0.0425721	0.191587	0.0297819	0.0273427	0.0261079	0.00436856	0.0970752	0.076191	0.0170888	0.0878573	0.0553112	0.313684	0.278014	0.126176	0.606284	1.37731	0.729281	0.857301	0.953101	1.04921	1.16645	1.37121	0.2282703	0.4218526	0.103422	0.0277966	0.125093	0.0194455	0.0178529	0.0170467	0.00285237	0.0633834	0.0497475	0.0111578	0.0573648	0.0361144	0.204814	0.181524	0.0823845	0.294843	0.705157	0.2948431	1.531555
6984	-417.9429	-429.1192	11.17631	0.0518536	0.0149937	0.070657	0.000185167	0.00933678	0.00121859	0.0126631	0.0350139	0.0420863	0.0363016	0.0180363	0.000723994	0.012817	0.0873076	0.092455	0.326735	1.64521	0.109925	0.340675	0.714659	1.39927	2.93535	9.09712	1.596506	0.1903224	0.106772	0.0308735	0.14549	0.000381277	0.0192253	0.0025092	0.0260746	0.072097	0.0866597	0.0747485	0.0371385	0.00149077	0.0263914	0.179775	0.190374	0.354137	0.645863	0.3541365	0.4856496
7020	-421.9549	-433.4546	11.49971	0.076928	0.0561997	0.110134	0.00621655	0.0223683	0.0133247	0.00212033	0.0558346	0.0419847	0.0113292	0.128559	0.0281599	0.123738	0.161795	0.0293091	0.212649	1.75455	0.155085	0.402938	0.753081	1.32788	2.48177	6.44808	1.347643	0.1161487	0.0886267	0.0647461	0.126882	0.00716192	0.0257699	0.0153511	0.00244277	0.0643255	0.0483694	0.013052	0.148109	0.0324423	0.142555	0.1864	0.0337663	0.437419	0.562581	0.4374189	0.8680003
7056	-418.9033	-429.8828	10.97945	0.0910942	0.0202574	0.0562927	0.0353858	0.0011528	0.0270081	0.00157879	0.0903975	0.0190964	0.0141722	0.0686096	0.0437349	0.146229	0.143938	0.0231271	0.5546	1.42684	0.183087	0.436915	0.772343	1.29476	2.28878	5.46187	1.22762	0.3724951	0.116478	0.0259021	0.0719786	0.045246	0.00147403	0.0345338	0.00201871	0.115587	0.0244177	0.0181212	0.0877276	0.0559216	0.186976	0.184047	0.0295715	0.335792	0.664208	0.3357919	0.7820752
7092	-416.0672	-427.2492	11.18201	0.0877663	0.00707691	0.0357278	0.00370221	0.00270246	0.017699	0.00191833	0.0590107	0.0116089	0.011052	0.0553309	0.0232248	0.0926647	0.0904598	0.0229803	0.530296	1.45013	0.193845	0.449252	0.779082	1.28356	2.22592	5.15875	1.186335	0.3504504	0.167837	0.0135333	0.068323	0.0070798	0.00516796	0.0338462	0.00366845	0.112847	0.0222	0.021135	0.10581	0.0444133	0.177204	0.172988	0.0439456	0.421938	0.578062	0.4219377	0.5229254
7128	-421.4127	-432.6729	11.26019	0.110873	0.0463293	0.108719	0.00226016	0.0151051	0.0192692	0.000769111	0.0805131	0.0126964	0.0228777	0.0470086	0.0582437	0.265975	0.108945	0.0167097	0.366135	1.60745	0.189265	0.444044	0.776253	1.28824	2.25203	5.28358	1.203624	0.2182826	0.121002	0.0505616	0.118651	0.00246663	0.016485	0.0210295	0.000839371	0.0878681	0.0138563	0.0249676	0.051303	0.0635644	0.290273	0.118897	0.0182361	0.306717	0.693283	0.3067171	0.9162945
7164	-421.9214	-431.7131	9.791684	0.215415	0.0877139	0.107474	0.0945132	0.000749306	0.0621105	0.000608572	0.0433691	0.0553585	0.132073	0.196821	0.148476	0.644244	0.665253	0.0698714	0.217534	1.74986	0.331116	0.583301	0.845207	1.18314	1.71438	3.02009	0.7991988	0.1191349	0.0853449	0.0347513	0.0425798	0.0374451	0.000296867	0.0246075	0.000241109	0.0171823	0.0219324	0.0523259	0.0779781	0.0588245	0.255242	0.263566	0.0276823	0.25402	0.74598	0.2540198	2.52405
7200	-420.5491	-431.7062	11.15711	0.0603785	0.0199543	0.0558635	0.0103135	0.00795965	0.023547	0.00387376	0.0439656	0.00308422	0.0473566	0.129115	0.0312381	0.199418	0.171293	0.0155759	0.315996	1.6555	0.127099	0.365669	0.73062	1.3687	2.73471	7.86788	1.491538	0.1829228	0.0733695	0.0242476	0.0678831	0.0125326	0.00967225	0.0286134	0.00470724	0.0534252	0.00374782	0.0575459	0.156896	0.0379593	0.242324	0.208148	0.0189273	0.34956	0.65044	0.3495596	0.8229369
7236	-420.6723	-431.7277	11.05546	0.0972427	0.0422263	0.101204	0.0102758	0.014515	0.0283988	0.007007	0.148462	0.091802	0.154271	0.17579	0.0210047	0.168466	0.274969	0.0177719	0.425309	1.55075	0.328561	0.581102	0.844211	1.18454	1.72087	3.04357	0.8047992	0.2628334	0.0718503	0.0312	0.0747771	0.00759251	0.0107248	0.0209832	0.00517731	0.109695	0.0678303	0.113987	0.129887	0.0155199	0.124476	0.203168	0.0131312	0.36635	0.63365	0.3663496	1.353407
7272	-419.9456	-431.1818	11.23618	0.0877306	0.0125356	0.0315285	0.00321135	0.00185021	0.025881	0.00105069	0.0977023	0.0275143	0.0329363	0.0502378	0.0157296	0.126894	0.0813649	0.0115476	0.57834	1.40409	0.242881	0.501481	0.806278	1.24027	1.99409	4.11724	1.023275	0.3947344	0.144361	0.0206274	0.0518804	0.0052843	0.00304454	0.0425873	0.00172891	0.16077	0.045275	0.054197	0.0826666	0.0258832	0.208806	0.133887	0.0190016	0.303319	0.696681	0.3033189	0.6077152
7308	-422.9355	-434.2072	11.27168	0.0692645	0.0503208	0.0161311	0.000199446	0.00992516	0.00711786	0.0198146	0.087062	0.0368271	0.00738289	0.0534674	0.0378577	0.157872	0.100673	0.00592465	0.374194	1.59973	0.152428	0.399557	0.751104	1.33137	2.50277	6.56047	1.360138	0.224164	0.104972	0.0762621	0.024447	0.000302264	0.0150418	0.0107872	0.0300294	0.131944	0.0558121	0.0111889	0.0810308	0.0573741	0.239258	0.152572	0.00897891	0.306722	0.693278	0.306722	0.6598406
7344	-421.6522	-432.5752	10.92302	0.178809	0.00654837	0.0349224	0.0101616	0.0434255	0.0287025	0.0633466	0.165989	0.0676362	0.0410837	0.184742	0.206314	0.0467831	0.132056	0.0647598	0.64594	1.33931	0.425244	0.659	0.878002	1.13895	1.51745	2.35159	0.6182913	0.4621983	0.140212	0.00513485	0.0273841	0.00796814	0.0340517	0.0225068	0.0496727	0.130159	0.0530364	0.0322154	0.144864	0.161779	0.0366846	0.103551	0.0507808	0.299884	0.700116	0.2998836	1.27528
7380	-423.717	-435.2371	11.52014	0.0462712	0.00460913	0.0765886	0.00906954	0.0091838	0.015163	0.0653296	0.0901049	0.0247194	0.0480338	0.0930064	0.188382	0.0502106	0.0838691	0.0276947	0.397251	1.57763	0.267978	0.526117	0.818433	1.22185	1.90072	3.73165	0.9521736	0.2413099	0.0555987	0.00553826	0.0920276	0.0108978	0.0110351	0.0182196	0.0784989	0.108269	0.0297024	0.0577166	0.111755	0.226356	0.0603322	0.100776	0.0332775	0.314157	0.685843	0.314157	0.8322358
7416	-423.3671	-434.9457	11.57862	0.197586	0.115695	0.115485	0.00980168	0.00763033	0.0178333	0.0837335	0.169628	0.0179608	0.0222281	0.19044	0.199368	0.139344	0.104481	0.0657992	0.460262	1.51725	0.895539	0.947614	0.983353	1.01693	1.05528	1.11665	0.07977611	0.2907129	0.13561	0.0794057	0.0792615	0.00672723	0.00523696	0.0122396	0.0574693	0.116422	0.0123271	0.0152559	0.130705	0.136833	0.0956369	0.0717087	0.0451603	0.388431	0.611569	0.3884307	1.457014
7452	-423.2722	-434.5104	11.23821	0.131221	0.0265981	0.0362422	0.017133	0.0185101	0.0136355	0.0541151	0.0838439	0.0650134	0.0450036	0.218295	0.00392507	0.0905663	0.200691	0.0343193	0.626533	1.35791	0.432449	0.664423	0.88025	1.13604	1.50507	2.31241	0.606142	0.4421721	0.126282	0.025597	0.034878	0.0164881	0.0178134	0.0131222	0.0520781	0.0806879	0.0625662	0.0433096	0.210078	0.00377733	0.0871573	0.193137	0.0330275	0.282013	0.717987	0.2820127	1.039113
7488	-418.7107	-428.8866	10.17592	0.175493	0.0215048	0.0930768	0.0335433	0.0304576	0.0113911	0.0285077	0.164522	0.00883769	0.0957483	0.663457	0.269717	0.0763156	0.391862	0.135594	0.441099	1.53561	0.539765	0.740279	0.910445	1.09836	1.35084	1.85266	0.4458604	0.2752775	0.0797684	0.00977477	0.0423071	0.0152467	0.0138442	0.00517772	0.0129579	0.074782	0.00401708	0.0435214	0.301567	0.122597	0.0346885	0.178117	0.0616329	0.412604	0.587396	0.4126036	2.200029
7524	-421.3208	-431.6429	10.32214	0.176603	0.00935979	0.0962413	0.00348342	0.00235382	0.0130087	0.0164716	0.121166	0.0470068	0.269444	0.0682507	0.0208878	0.078588	0.431257	0.0454429	0.742087	1.24717	0.292619	0.549179	0.82946	1.2056	1.8209	3.41742	0.8885688	0.5702262	0.126184	0.00668764	0.0687651	0.00248893	0.00168182	0.00929481	0.0117691	0.0865742	0.0335867	0.19252	0.0487656	0.0149245	0.0561517	0.308137	0.0324693	0.304542	0.695458	0.3045418	1.399566
7560	-423.8622	-434.3313	10.46904	0.180563	0.00139153	0.128367	0.0184594	0.00114529	0.0345319	0.0675665	0.107971	0.170215	0.196816	0.0482867	0.0776061	0.196892	0.33107	0.0375769	0.571644	1.41051	0.336084	0.587553	0.847124	1.18046	1.70197	2.97545	0.7884309	0.3883888	0.112961	0.000870544	0.0803065	0.0115482	0.000716499	0.0216032	0.0422698	0.0675468	0.106487	0.123129	0.0302083	0.0485506	0.123176	0.207118	0.0235082	0.293111	0.706889	0.2931108	1.598458
7596	-415.4729	-426.3879	10.91503	0.25983	0.0311514	0.0983464	0.00655212	0.00373178	0.0636482	0.101506	0.201433	0.0247786	0.0789252	0.30998	0.121679	0.0246267	0.314058	0.0698434	0.459436	1.51804	0.575926	0.764065	0.919472	1.08758	1.30879	1.73634	0.3989725	0.29004	0.15194	0.0182163	0.0575095	0.00383145	0.00218221	0.0372193	0.059357	0.117791	0.0144896	0.0461527	0.181265	0.0711535	0.0144008	0.18365	0.040842	0.355001	0.644999	0.3550006	1.710089
7632	-425.1689	-436.5414	11.37247	0.100166	0.00617769	0.0379152	0.00219229	0.000817405	0.0106605	0.0175516	0.0144892	0.0670574	0.0150263	0.0446017	0.0203981	0.0437432	0.0986613	0.0138104	0.148485	1.81604	0.080519	0.292687	0.681597	1.46714	3.41661	12.4194	1.8216	0.07835654	0.203066	0.012524	0.0768654	0.00444443	0.00165712	0.021612	0.0355822	0.0293739	0.135945	0.0304627	0.0904208	0.0413529	0.0886803	0.200016	0.0279978	0.475389	0.524611	0.4753894	0.4932681
7668	-422.6656	-433.9703	11.30471	0.140404	0.0244239	0.127417	0.0246521	0.00426307	0.0244565	0.132111	0.0727198	0.0844592	0.0521988	0.174825	0.0358624	0.0769298	0.206126	0.0112354	0.490252	1.48851	0.421218	0.655951	0.876733	1.1406	1.5245	2.37407	0.6251684	0.3156345	0.11778	0.0204884	0.106886	0.0206799	0.00357616	0.0205158	0.110824	0.0610023	0.0708501	0.0437879	0.146655	0.0300838	0.064534	0.172912	0.00942502	0.337131	0.662869	0.3371308	1.192083
7704	-418.554	-429.7298	11.17578	0.055252	0.0059521	0.0883858	0.00759694	0.00639875	0.0127178	0.00484727	0.0420171	0.012018	0.0126691	0.073223	0.0179375	0.0461372	0.0632441	0.0238329	0.332785	1.63941	0.111999	0.343795	0.716694	1.39529	2.90871	8.92865	1.582989	0.1945324	0.117002	0.0126042	0.187167	0.0160874	0.0135501	0.0269315	0.0102646	0.088976	0.0254495	0.0268282	0.155058	0.0379846	0.0977008	0.133927	0.0504688	0.410843	0.589157	0.4108429	0.4722297
7740	-423.8586	-435.2192	11.36063	0.0648442	0.0627559	0.145368	0.0941178	0.00322957	0.00671688	0.0314607	0.0414109	0.0211511	0.043946	0.173028	0.00193817	0.0320777	0.193607	0.00269577	0.185432	1.78063	0.123965	0.361243	0.72785	1.37391	2.76822	8.06679	1.509591	0.09979917	0.0706096	0.0683356	0.158293	0.102486	0.00351671	0.00731409	0.0342579	0.0450929	0.0230317	0.0478533	0.188413	0.00211049	0.0349298	0.210821	0.00293546	0.327329	0.672671	0.3273291	0.9183481
7776	-426.9709	-438.3609	11.38997	0.050381	0.107137	0.150036	0.0744699	0.00449964	0.0160507	0.00876074	0.102132	0.0749934	0.0778031	0.157065	0.0375875	0.139994	0.363663	0.0181697	0.549154	1.43206	0.762779	0.876285	0.959636	1.04206	1.14118	1.311	0.1957978	0.3674933	0.0364356	0.0774815	0.108506	0.0538566	0.00325414	0.0116079	0.00633577	0.073862	0.0542352	0.0562672	0.113589	0.0271833	0.101244	0.263001	0.0131404	0.377541	0.622459	0.3775407	1.382742
7812	-425.4715	-436.1717	10.70026	0.114456	0.0741469	0.0993069	0.0462619	0.0307724	0.0292396	0.0481516	0.109352	0.0660629	0.257726	0.0120864	0.0860565	0.301587	0.0332775	0.0940058	0.587924	1.39491	0.336179	0.587634	0.84716	1.18041	1.70174	2.97461	0.7882262	0.4039177	0.0816089	0.0528681	0.0708075	0.0329855	0.0219413	0.0208484	0.0343329	0.07797	0.047104	0.183763	0.00861781	0.0613598	0.215037	0.0237275	0.0670278	0.432289	0.567711	0.4322886	1.40249
7848	-419.5386	-431.1789	11.64035	0.104291	0.104933	0.152156	0.0400849	0.00081003	0.0397922	0.0085865	0.0771402	0.0779106	0.238968	0.00343235	0.0814522	0.206657	0.0237373	0.0736022	0.523985	1.45618	0.783065	0.887575	0.963476	1.03791	1.12667	1.27703	0.1768189	0.3448421	0.084545	0.0850654	0.123348	0.0324955	0.000656664	0.0322582	0.00696079	0.062535	0.0631595	0.193723	0.00278249	0.0660306	0.16753	0.0192431	0.0596669	0.416593	0.583407	0.4165928	1.233552
7884	-417.3607	-428.6289	11.26816	0.0454382	0.0289805	0.0362123	0.011098	2.71913e-05	0.012792	0.0020731	0.0660484	0.0201947	0.015167	0.100909	0.0588726	0.0226557	0.110918	0.0124764	0.287287	1.68302	0.111352	0.342825	0.716063	1.39653	2.91694	8.9805	1.587177	0.1635855	0.0835473	0.0532864	0.0665836	0.0204059	4.99967e-05	0.0235206	0.00381181	0.121443	0.037132	0.0278876	0.185541	0.108249	0.041657	0.203944	0.0229403	0.374886	0.625114	0.3748856	0.5438624
7920	-420.8497	-432.0564	11.20672	0.0469256	0.0226977	0.0382183	0.0243402	0.00214313	0.0274876	0.0208144	0.0842852	0.0903176	0.0709203	0.175108	0.1154	0.063288	0.183637	0.0931576	0.441523	1.53521	0.263114	0.521438	0.816155	1.22526	1.91777	3.80063	0.9654178	0.2756149	0.044322	0.0214383	0.0360978	0.0229897	0.00202422	0.0259626	0.0196596	0.0796089	0.0853065	0.0669855	0.165393	0.108997	0.0597767	0.173449	0.087989	0.233787	0.766213	0.233787	1.058741
7956	-423.3133	-434.137	10.82366	0.189934	0.0564177	0.20386	0.0633136	0.00987845	0.0193862	0.0725859	0.182686	0.0573292	0.393588	0.00704687	0.000498131	0.377834	0.111654	0.0575951	0.174621	1.79099	0.258435	0.516895	0.81393	1.22861	1.93463	3.86944	0.9783912	0.09343738	0.105308	0.0312805	0.113029	0.0351039	0.00547705	0.0107486	0.0402448	0.101289	0.0317858	0.218223	0.00390709	0.000276186	0.209488	0.0619061	0.0319332	0.305085	0.694915	0.3050848	1.803609
7992	-417.8041	-428.6587	10.85464	0.144013	0.0231947	0.0849644	0.0406805	0.00740964	0.0440912	0.0502731	0.158217	0.119866	0.150222	0.377832	0.15404	0.0411268	0.221845	0.0324069	0.472954	1.50509	0.488922	0.70541	0.896843	1.11502	1.41762	2.04531	0.5173929	0.3011441	0.0872712	0.0140558	0.0514879	0.0246521	0.00449019	0.026719	0.0304652	0.0958786	0.072638	0.0910336	0.228964	0.0933473	0.0249226	0.134437	0.0196384	0.399739	0.600261	0.3997385	1.650183
8028	-418.5843	-430.0854	11.50101	0.170218	0.0486492	0.0933439	0.00404173	0.0145334	0.0143064	0.0384743	0.102797	0.045557	0.0629131	0.345469	0.133161	0.0731839	0.171651	0.105543	0.435307	1.54116	0.708273	0.845167	0.948872	1.05388	1.1832	1.41188	0.2494045	0.2706843	0.119548	0.0341675	0.0655577	0.00283861	0.0102071	0.0100477	0.0270214	0.0721972	0.0319958	0.0441855	0.242631	0.0935225	0.0513989	0.120555	0.0741257	0.363073	0.636927	0.3630729	1.423843
8064	-420.6684	-431.2404	10.57198	0.15958	0.00628319	0.355187	0.0100596	0.0291714	0.0412523	0.0374575	0.0824531	0.0407866	0.083258	0.438854	0.183312	0.123892	0.338206	0.055978	0.292172	1.67834	0.388381	0.630493	0.865972	1.15477	1.58606	2.57479	0.6838555	0.1668309	0.0803635	0.00316417	0.17887	0.00506595	0.0146905	0.0207744	0.0188633	0.0415228	0.0205398	0.0419281	0.221004	0.0923143	0.0623913	0.170318	0.0281901	0.358489	0.641511	0.3584885	1.985732
8100	-418.5537	-429.6886	11.1349	0.171182	0.0211682	0.201889	0.0487806	0.000945646	0.0289986	0.104406	0.0974797	0.10663	0.109497	0.344878	0.0977811	0.0283113	0.316541	0.0127086	0.280569	1.68945	0.451348	0.678429	0.885997	1.12867	1.47399	2.21559	0.575214	0.1591513	0.101219	0.0125167	0.119376	0.0288439	0.000559158	0.0171468	0.061735	0.0576395	0.06305	0.064745	0.203925	0.0578177	0.0167404	0.18717	0.00751457	0.403227	0.596773	0.4032274	1.691195
8136	-420.0986	-431.2735	11.17484	0.136357	0.0232328	0.0458549	0.0101705	0.000792255	0.0148229	0.00815541	0.0746144	0.0928967	0.00181327	0.19858	0.162459	0.0508461	0.0571823	0.079963	0.539965	1.44087	0.283731	0.54098	0.825577	1.21127	1.8485	3.52447	0.9108711	0.3591356	0.142373	0.0242579	0.0478782	0.0106193	0.000827213	0.015477	0.00851526	0.0779068	0.0969958	0.00189328	0.207342	0.169627	0.0530897	0.0597055	0.0834913	0.29771	0.70229	0.29771	0.9577396
