Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
5184	-420.8711	-432.2723	11.40111	0.0746493	0.0466369	0.0487605	0.044283	0.00515717	0.0155341	0.00110233	0.108306	0.0819686	0.072483	0.048418	0.143671	0.0404408	0.113431	0.00864677	0.422563	1.55338	0.249662	0.508262	0.809664	1.23508	1.96749	4.00541	1.003364	0.2606939	0.0874638	0.0546427	0.0571308	0.0518847	0.00604246	0.0182007	0.00129156	0.126898	0.0960395	0.0849256	0.0567295	0.168333	0.047383	0.132903	0.0101311	0.311384	0.688616	0.3113839	0.8534884
5220	-418.3706	-429.1399	10.76926	0.106821	0.0198905	0.199725	0.0320746	0.102481	0.00142505	0.000969008	0.197873	0.128212	0.250279	0.0912781	0.356197	0.0782002	0.334083	0.0792343	0.512259	1.46742	0.930319	0.965387	0.98907	1.01105	1.03585	1.0749	0.05222573	0.3345429	0.0539843	0.0100521	0.100935	0.0162096	0.0517911	0.000720179	0.000489709	0.0999994	0.0647948	0.126484	0.0461293	0.180012	0.0395201	0.168836	0.0400427	0.306542	0.693458	0.3065415	1.978744
5256	-419.7207	-430.345	10.62431	0.101045	0.0249262	0.13022	0.0225429	0.079805	0.00219903	0.0110238	0.323708	0.0506721	0.265813	0.0457404	0.460979	0.10762	0.54226	0.0547355	0.323783	1.64804	0.757535	0.873342	0.958629	1.04316	1.14503	1.32007	0.2007857	0.188279	0.0454483	0.0112114	0.0585711	0.0101394	0.035895	0.00098909	0.00495834	0.145599	0.0227915	0.119558	0.0205733	0.207341	0.0484057	0.2439	0.0246191	0.337685	0.662315	0.3376853	2.223289
5292	-420.2325	-430.8714	10.63887	0.134515	0.0136822	0.10258	0.00399888	0.0363538	0.0202241	0.11002	0.119914	0.186454	0.110188	0.0397124	0.271423	0.0856467	0.405255	0.124345	0.459781	1.51771	0.43781	0.668427	0.881902	1.13391	1.49605	2.2841	0.5972336	0.2903212	0.076242	0.00775499	0.0581415	0.00226654	0.0206051	0.0114629	0.0623584	0.0679664	0.105681	0.062454	0.0225087	0.153841	0.048544	0.229696	0.0704781	0.243355	0.756645	0.2433553	1.764311
5328	-419.0096	-430.4997	11.49007	0.14679	0.0300244	0.0914883	0.00187692	0.0358136	0.0239613	0.00350662	0.158039	0.165772	0.121469	0.0384182	0.4066	0.0527142	0.226099	0.0807694	0.300781	1.67008	0.637797	0.803051	0.93386	1.07082	1.24525	1.5679	0.3251899	0.1725953	0.0927089	0.0189627	0.0577818	0.00118542	0.022619	0.0151334	0.00221469	0.0998139	0.104697	0.0767166	0.024264	0.256798	0.033293	0.142799	0.051012	0.459483	0.540517	0.4594827	1.583342
5364	-423.665	-434.8971	11.23206	0.0418163	0.000657029	0.177153	0.0431877	0.00130443	0.0817204	0.0437047	0.208865	0.063643	0.189623	0.0105149	0.0673164	0.12205	0.355145	0.317128	0.381699	1.59254	0.740986	0.863984	0.955413	1.04667	1.15743	1.34955	0.2167572	0.2296933	0.0242578	0.000381145	0.102767	0.0250533	0.000756707	0.0474063	0.0253533	0.121163	0.0369196	0.110001	0.00609971	0.0390505	0.0708019	0.206021	0.183967	0.489933	0.510067	0.4899334	1.723829
5400	-421.0596	-431.4598	10.40021	0.0869618	0.00156009	0.15411	0.0824248	0.00498948	0.0369872	0.0437766	0.307659	0.147915	0.271949	0.000174551	0.173114	0.0432809	0.400855	0.498689	0.289427	1.68097	0.535809	0.737628	0.909427	1.09959	1.3557	1.86634	0.4511782	0.1650051	0.0385734	0.000692006	0.0683584	0.036561	0.00221317	0.0164063	0.0194179	0.136468	0.0656105	0.120628	7.74251e-05	0.0767876	0.019198	0.177806	0.221202	0.284689	0.715311	0.2846886	2.254448
5436	-415.5849	-426.5612	10.9763	0.119479	0.00625798	0.114699	0.0104431	0.00496723	0.0350713	0.0570239	0.149748	0.0763184	0.150944	0.0100885	0.0333729	0.0934553	0.257907	0.286715	0.384146	1.59019	0.288519	0.545414	0.827682	1.20819	1.83347	3.46597	0.8987697	0.2315062	0.0849482	0.00444936	0.0815497	0.00742493	0.00353165	0.0249354	0.0405434	0.106469	0.0542616	0.107319	0.00717284	0.0237278	0.0664457	0.18337	0.203852	0.346392	0.653608	0.3463918	1.40649
5472	-415.0315	-426.0294	10.99787	0.21907	0.0102959	0.123963	0.0565253	0.0152533	0.019137	0.0576443	0.133234	0.0547188	0.182616	0.075497	0.109022	0.0390641	0.334017	0.367194	0.440347	1.53633	0.728819	0.857036	0.953009	1.04931	1.16681	1.37208	0.2287283	0.2746795	0.121892	0.00572869	0.0689735	0.031451	0.00848699	0.0106479	0.0320736	0.0741319	0.0304458	0.101608	0.0420069	0.0606602	0.0217355	0.185849	0.204309	0.279494	0.720506	0.2794935	1.797251
5508	-420.9646	-432.2995	11.33497	0.0896834	0.000681667	0.106822	0.0782686	0.00261875	0.00945816	0.0193694	0.0807399	0.0333078	0.0747976	0.0352389	0.0783482	0.0310687	0.230049	0.117432	0.232946	1.73509	0.153846	0.401366	0.752163	1.3295	2.49149	6.5	1.353441	0.1286615	0.0907833	0.000690028	0.108132	0.0792286	0.00265087	0.00957416	0.019607	0.0817302	0.0337163	0.075715	0.0356711	0.0793092	0.0314497	0.232871	0.118872	0.298298	0.701702	0.2982981	0.9878838
5544	-425.9924	-433.0459	7.053473	0.00455256	0.000690178	0.00221538	0.000201026	0.0005199	0.00036801	0.000400785	0.00308764	0.00241473	0.000366023	6.41196e-05	0.00385336	0.00352448	0.000293184	0.00261364	0.57637	1.40598	0.0121258	0.116258	0.511009	1.95691	8.60159	82.4686	3.190482	0.3928609	0.180908	0.0274261	0.0880342	0.00798831	0.0206596	0.0146239	0.0159263	0.122696	0.0959557	0.0145449	0.00254797	0.153124	0.140055	0.0116505	0.10386	0.320949	0.679051	0.3209489	0.02516502
5580	-417.881	-429.4479	11.56687	0.145406	0.019475	0.126144	0.0478521	0.0199027	0.0219595	0.00867721	0.12841	0.106603	0.144687	0.0499447	0.0259964	0.0870821	0.234384	0.472109	0.3308	1.64132	0.861898	0.930083	0.977641	1.02287	1.07517	1.16023	0.1074615	0.1931477	0.0887362	0.0118849	0.076981	0.0292024	0.0121459	0.0134011	0.00529539	0.0783642	0.0650563	0.0882975	0.0304795	0.0158647	0.0531431	0.143036	0.288111	0.340503	0.659497	0.3405033	1.638634
5616	-425.6348	-436.5601	10.92525	0.0885359	0.0371536	0.0505609	0.00227316	0.0157407	0.0332478	0.03741	0.065797	0.0796802	0.189286	0.00493305	0.314685	0.0233846	0.250052	0.0316468	0.436262	1.54025	0.22728	0.485505	0.798175	1.25286	2.05971	4.39985	1.071278	0.2714395	0.0723104	0.0303446	0.0412949	0.00185657	0.012856	0.0271546	0.030554	0.0537387	0.0650776	0.154596	0.00402899	0.257015	0.019099	0.204226	0.025847	0.385974	0.614026	0.3859744	1.224387
5652	-422.8219	-433.9233	11.10138	0.0826754	0.0782757	0.08791	0.00659845	0.00523517	0.0132892	0.0354503	0.119813	0.0724964	0.18252	0.00346003	0.19789	0.064411	0.0643315	0.13126	0.383382	1.59093	0.220909	0.478819	0.79473	1.25829	2.08847	4.52675	1.091836	0.2309395	0.0721668	0.0683263	0.076736	0.00575974	0.00456974	0.0116001	0.0309443	0.104584	0.0632816	0.15932	0.00302024	0.172737	0.0562239	0.0561545	0.114576	0.374222	0.625778	0.3742223	1.145615
5688	-416.5356	-427.5757	11.04008	0.153069	0.0062011	0.17767	0.00794709	0.0178292	0.0426988	0.0589969	0.227083	0.0621138	0.0680124	0.0333472	0.225405	0.125469	0.153297	0.295658	0.401491	1.57357	0.525006	0.730337	0.906613	1.10301	1.36923	1.90474	0.4659064	0.2445151	0.0925003	0.00374735	0.107367	0.00480245	0.0107742	0.025803	0.035652	0.137227	0.0375356	0.0411001	0.0201518	0.136213	0.0758214	0.0926381	0.178667	0.323332	0.676668	0.323332	1.654799
5724	-418.3042	-429.4412	11.13702	0.120194	0.0113728	0.0999497	0.0193639	0.0093168	0.0303431	0.089812	0.126723	0.298978	0.0308657	0.0490705	0.271706	0.0289201	0.107725	0.263451	0.453822	1.52342	0.575737	0.763943	0.919427	1.08763	1.309	1.7369	0.399209	0.2854842	0.0771567	0.00730057	0.0641611	0.0124304	0.00598077	0.0194783	0.0576534	0.0813478	0.191924	0.0198138	0.0315001	0.174417	0.0185648	0.0691527	0.169118	0.30511	0.69489	0.3051097	1.557792
5760	-419.5773	-430.9363	11.35897	0.0621633	0.0156973	0.0938072	0.0289635	0.00231783	0.0246193	0.0324648	0.0354995	0.0328846	0.059357	0.00966987	0.0319901	0.155348	0.223276	0.0667534	0.359424	1.61389	0.202334	0.458741	0.784179	1.27522	2.17988	4.94232	1.155345	0.2134276	0.0710591	0.0179436	0.107231	0.0331083	0.00264952	0.0281424	0.0371106	0.0405796	0.0375905	0.0678512	0.0110537	0.036568	0.177579	0.255227	0.076306	0.434284	0.565716	0.4342836	0.8748119
5796	-419.681	-431.0492	11.3682	0.0952803	0.0281301	0.0973194	0.025505	0.0392997	0.0168324	0.0125807	0.043632	0.0837181	0.0395369	0.0187803	0.102451	0.226108	0.235801	0.114659	0.449298	1.52776	0.404146	0.642847	0.871231	1.1478	1.55558	2.47435	0.6550845	0.2818367	0.0807711	0.0238465	0.0824997	0.0216211	0.0333152	0.0142692	0.0106649	0.0369878	0.0709696	0.0335163	0.0159205	0.0868494	0.191676	0.199894	0.0971989	0.371782	0.628218	0.3717817	1.179633
5832	-419.0556	-430.2279	11.17229	0.0891818	0.068768	0.112355	0.0526397	0.0216515	0.0413337	0.0446058	0.145703	0.0256784	0.0329692	0.0298192	0.0311009	0.29949	0.303252	0.0788675	0.441351	1.53537	0.420755	0.655598	0.876586	1.14079	1.52532	2.37668	0.6259646	0.2754783	0.0647458	0.0499254	0.0815695	0.0382163	0.015719	0.0300082	0.0323837	0.10578	0.0186425	0.0239356	0.0216487	0.0225792	0.217429	0.22016	0.0572577	0.300462	0.699538	0.3004622	1.377415
5868	-427.9126	-439.0241	11.11155	0.120978	0.0560985	0.0311079	0.0888435	0.0103145	0.0255671	0.0926539	0.0495415	0.0453432	0.0424943	0.0676852	0.0645159	0.186611	0.265867	0.0693752	0.192438	1.77391	0.139271	0.382347	0.740857	1.34979	2.61542	7.18027	1.425412	0.1039618	0.099407	0.0460958	0.0255612	0.0730022	0.00847536	0.0210084	0.0761331	0.040708	0.0372583	0.0349174	0.0556165	0.0530123	0.153338	0.218462	0.0570052	0.365908	0.634092	0.3659083	1.216998
5904	-419.1288	-430.025	10.89615	0.122806	0.00808812	0.083612	0.00963348	0.00587274	0.100788	0.0156208	0.258341	0.0648933	0.263695	0.0274511	0.0425012	0.304648	0.100781	0.120538	0.581641	1.40093	0.546473	0.744752	0.912158	1.0963	1.34273	1.82992	0.4369292	0.397884	0.0803035	0.00528888	0.0546745	0.0062994	0.00384023	0.0659057	0.0102145	0.168931	0.0424342	0.172432	0.0179505	0.0277918	0.199212	0.0659015	0.0788205	0.309864	0.690136	0.3098644	1.529269
5940	-417.8508	-429.1259	11.27508	0.167683	0.0655659	0.114254	0.0491539	0.012039	0.0210923	0.0357151	0.158394	0.0665491	0.326925	0.0401927	0.0592578	0.174792	0.163834	0.0474651	0.506209	1.47322	0.72305	0.853721	0.951857	1.05058	1.17134	1.38303	0.2344746	0.3292913	0.111572	0.0436258	0.0760219	0.0327057	0.00801046	0.0140343	0.0237639	0.105391	0.04428	0.217527	0.0267432	0.0394286	0.116302	0.109011	0.031582	0.30235	0.69765	0.3023497	1.502914
5976	-425.2157	-437.0829	11.86721	0.0808025	0.0187366	0.0169514	0.00736339	0.012498	0.0293823	0.00629667	0.194755	0.0682394	0.153128	0.0261485	0.182609	0.00408222	0.126931	0.0271384	0.235071	1.73306	0.309491	0.564401	0.836566	1.19536	1.77179	3.23111	0.8480339	0.1299881	0.0846044	0.0196182	0.017749	0.00770984	0.0130861	0.0307648	0.00659293	0.203919	0.0714502	0.160333	0.0273788	0.191201	0.00427429	0.132903	0.0284153	0.315633	0.684367	0.3156331	0.9550635
6012	-422.9296	-434.7035	11.77388	0.22964	0.0586774	0.117656	0.0141825	0.0216876	0.0386329	0.00864804	0.0873258	0.244229	0.0258548	0.0652047	0.223898	0.0708257	0.114963	0.139214	0.292377	1.67814	0.733012	0.859438	0.953841	1.04839	1.16355	1.36423	0.2245803	0.1669674	0.157219	0.0401724	0.0805513	0.00970977	0.014848	0.0264493	0.00592072	0.059786	0.167207	0.017701	0.0446412	0.153287	0.0484895	0.0787074	0.0953104	0.355192	0.644808	0.3551918	1.46064
6048	-422.3568	-433.528	11.1712	0.105347	0.0133422	0.0294062	0.0359275	0.00645124	0.0268569	0.0865487	0.120375	0.105989	0.017858	0.048383	0.189716	0.0101427	0.0498351	0.269999	0.254453	1.71448	0.158346	0.407048	0.755469	1.32368	2.45671	6.31529	1.332597	0.1422302	0.0943815	0.0119534	0.0263454	0.032188	0.00577975	0.0240614	0.0775402	0.107846	0.0949572	0.0159992	0.043347	0.16997	0.00908698	0.0446479	0.241896	0.383451	0.616549	0.3834507	1.116179
6084	-423.1631	-433.8708	10.70767	0.0634539	0.0623542	0.281623	0.0101894	0.000566369	0.0331952	0.023286	0.125271	0.0931697	0.448171	0.0390142	0.151262	0.0176889	0.101046	0.384452	0.253348	1.71554	0.305028	0.560417	0.834719	1.19801	1.78439	3.27838	0.8585362	0.1415248	0.0345846	0.0339852	0.153495	0.00555358	0.000308691	0.0180926	0.0126917	0.068277	0.0507808	0.244269	0.0212641	0.0824433	0.00964106	0.0550736	0.20954	0.551481	0.448519	0.5514805	1.834743
6120	-422.0072	-433.4415	11.43428	0.0666657	0.114837	0.0356052	0.00251008	0.00179611	0.0207001	0.00810948	0.0817721	0.0795366	0.0225587	0.0604106	0.136999	0.0380587	0.115008	0.237469	0.223497	1.74415	0.17942	0.432624	0.769969	1.29875	2.31148	5.57352	1.242252	0.1228018	0.0652284	0.112361	0.0348375	0.00245596	0.00175739	0.0202537	0.00793463	0.0800091	0.0778218	0.0220723	0.0591081	0.134045	0.0372382	0.112528	0.232349	0.324132	0.675868	0.3241322	1.022036
6156	-421.7122	-432.7322	11.02	0.0575526	0.0829049	0.217638	0.0315705	0.00212659	0.0460473	0.00800647	0.118398	0.148185	0.0644712	0.0287742	0.223926	0.0515625	0.0738988	0.19473	0.408753	1.56661	0.297042	0.553213	0.831356	1.20285	1.80762	3.36652	0.8777193	0.2500436	0.0426381	0.0614205	0.161238	0.0233892	0.0015755	0.0341143	0.00593163	0.0877155	0.109784	0.0477638	0.0213175	0.165897	0.0382003	0.0547483	0.144267	0.226177	0.773823	0.2261766	1.349793
6192	-423.0152	-433.7155	10.70028	0.178694	0.0271621	0.149287	0.0093211	0.0153617	0.0596883	0.0111879	0.193325	0.0786402	0.0769722	0.0312444	0.0429332	0.379595	0.208653	0.130723	0.332838	1.63936	0.239624	0.49819	0.804624	1.24282	2.00727	4.17321	1.033038	0.1945691	0.112189	0.0170532	0.0937269	0.00585207	0.00964453	0.0374741	0.00702412	0.121375	0.0493727	0.0483255	0.0196162	0.0269548	0.238321	0.130999	0.0820717	0.23121	0.76879	0.2312102	1.592788
6228	-422.8805	-434.389	11.5085	0.0653384	0.027727	0.0497051	0.0493319	0.00324999	0.0491982	0.0174732	0.142289	0.0324619	0.132742	0.151974	0.0117678	0.0210747	0.0656799	0.0421833	0.232211	1.7358	0.166352	0.416958	0.76116	1.31378	2.39832	6.01137	1.296934	0.1282033	0.0757813	0.0321586	0.0576494	0.0572166	0.00376943	0.0570615	0.020266	0.165031	0.0376502	0.153958	0.176264	0.0136487	0.024443	0.0761774	0.0489254	0.286432	0.713568	0.2864318	0.8621959
6264	-420.0168	-430.3775	10.36067	0.0947431	0.105862	0.182125	0.0703864	0.000798658	0.0641722	0.0114028	0.0969713	0.163125	0.161792	0.0613934	0.361972	0.0511272	0.302312	0.061418	0.590116	1.39281	0.440205	0.670208	0.882634	1.13297	1.49207	2.27167	0.5932889	0.4060352	0.0529409	0.059154	0.101769	0.0393307	0.000446277	0.0358583	0.00637171	0.0541859	0.0911514	0.0904066	0.0343056	0.202264	0.028569	0.168927	0.0343194	0.417482	0.582518	0.4174824	1.789602
6300	-419.6381	-430.9658	11.32766	0.0930472	0.019257	0.0762325	0.0367864	0.0139137	0.0301035	0.0269469	0.0772552	0.0468783	0.202553	0.163168	0.0465336	0.0143331	0.108979	0.0444511	0.245072	1.72347	0.161163	0.410565	0.757499	1.32013	2.43567	6.20489	1.319845	0.1362721	0.0930064	0.0192486	0.0761991	0.0367703	0.0139076	0.0300903	0.0269351	0.0772213	0.0468577	0.202464	0.163097	0.0465132	0.0143268	0.108931	0.0444316	0.472165	0.527835	0.4721653	1.000438
6336	-420.4949	-431.3405	10.84559	0.0496299	0.0088798	0.0486433	0.0168563	0.0018263	0.011232	0.00992838	0.0547014	0.00690031	0.051149	0.0672592	0.0178501	0.00679923	0.0233978	0.0106395	0.535901	1.44476	0.128735	0.367956	0.732043	1.36604	2.71771	7.76791	1.482292	0.355472	0.128677	0.023023	0.126119	0.043704	0.00473512	0.0291216	0.0257417	0.141826	0.0178907	0.132616	0.174386	0.0462806	0.0176286	0.0606643	0.0275854	0.265744	0.734256	0.2657444	0.3856924
6372	-420.5884	-431.9256	11.33722	0.115465	0.0557968	0.0533349	0.00162218	0.0154686	0.0163837	0.0623274	0.0766298	0.0834737	0.0220988	0.019366	0.0168856	0.112461	0.138285	0.0512231	0.407516	1.5678	0.216148	0.473758	0.792099	1.26247	2.11078	4.62646	1.107591	0.2490986	0.137324	0.0663599	0.0634319	0.00192927	0.018397	0.0194854	0.0741268	0.0911368	0.0992764	0.0262824	0.0230322	0.0200822	0.133751	0.164464	0.0609203	0.38567	0.61433	0.3856703	0.8408212
6408	-422.0833	-433.234	11.15067	0.111663	0.101957	0.111267	0.00425635	0.0163078	0.0334638	0.0369316	0.245674	0.152628	0.125857	0.0775507	0.00287113	0.576122	0.387524	0.104368	0.245767	1.72281	0.926511	0.963458	0.988453	1.01168	1.03793	1.07932	0.05519153	0.136711	0.0534672	0.0488196	0.0532773	0.00203805	0.0078086	0.0160234	0.0176838	0.117635	0.0730824	0.0602637	0.0371333	0.00137477	0.275862	0.185557	0.0499741	0.314278	0.685722	0.3142785	2.088441
6444	-423.2678	-434.2646	10.99677	0.142963	0.152696	0.106301	0.0851155	0.0193102	0.00893751	0.0187669	0.00398882	0.115943	0.102574	0.0475675	0.267121	0.0606927	0.293322	0.0443313	0.550662	1.43062	0.519627	0.726678	0.905193	1.10474	1.37612	1.92446	0.4733523	0.3688743	0.0972782	0.103901	0.0723316	0.0579163	0.0131395	0.00608147	0.0127698	0.00271417	0.0788928	0.0697956	0.032367	0.181761	0.0412979	0.199589	0.0301649	0.363445	0.636555	0.3634454	1.469629
6480	-421.1344	-432.3662	11.23173	0.140542	0.0313419	0.189844	0.0841921	0.0309028	0.0219814	0.00257873	0.153725	0.0272595	0.384695	0.134553	0.0441138	0.286386	0.188626	0.0588158	0.262511	1.70676	0.580443	0.766981	0.920566	1.08629	1.30381	1.72282	0.3933235	0.1473979	0.0789756	0.0176122	0.106681	0.0473107	0.0173655	0.0123522	0.00144908	0.0863838	0.0153181	0.216174	0.0756104	0.0247892	0.160931	0.105996	0.0330508	0.227489	0.772511	0.227489	1.779557
6516	-426.4761	-436.4849	10.00875	0.244355	0.0191874	0.0930243	0.0659303	0.0685448	0.0200967	0.126558	0.283796	0.109053	0.0313103	0.00673079	0.174697	0.335365	0.598919	0.104336	0.470833	1.50712	0.553223	0.749224	0.913863	1.09426	1.33471	1.80759	0.4280528	0.2993892	0.107084	0.00840849	0.0407661	0.0288927	0.0300384	0.008807	0.0554615	0.124368	0.0477906	0.0137211	0.00294964	0.0765575	0.146967	0.262465	0.0457231	0.476061	0.523939	0.4760607	2.281904
6552	-418.1928	-429.3611	11.16831	0.0615071	0.0131924	0.0356586	0.00744055	0.0118535	0.028548	0.0108744	0.108507	0.0861575	0.13308	0.148431	0.0123618	0.0157527	0.0695331	0.0251451	0.540134	1.4407	0.225878	0.484042	0.797424	1.25404	2.06594	4.42716	1.075752	0.3592884	0.0800829	0.0171766	0.0464279	0.00968768	0.0154334	0.0371699	0.0141586	0.141277	0.112178	0.173272	0.193259	0.0160952	0.0205102	0.0905328	0.0327392	0.405334	0.594666	0.4053335	0.768043
6588	-418.3373	-429.2326	10.89528	0.12384	0.0677928	0.0849524	0.00445124	0.0321599	0.0222598	0.0241428	0.13922	0.0432804	0.303102	0.00458923	0.0593126	0.278868	0.142112	0.0183765	0.51332	1.4664	0.330166	0.582485	0.844837	1.18366	1.71678	3.02878	0.8012762	0.3354682	0.091838	0.0502742	0.0629996	0.00330098	0.0238493	0.0165076	0.017904	0.103244	0.0320962	0.224777	0.00340331	0.0439855	0.206805	0.105388	0.0136278	0.304008	0.695992	0.3040078	1.34846
6624	-420.2023	-431.0398	10.83741	0.171564	0.0186283	0.155114	2.29147e-05	0.00132966	0.0756378	0.0614794	0.154533	0.0262897	0.321373	0.0329058	0.0540419	0.243995	0.122248	0.0651623	0.776035	1.21463	0.785943	0.889164	0.964014	1.03733	1.12465	1.27236	0.1741664	0.6122832	0.114047	0.0123831	0.103112	1.52325e-05	0.000883894	0.0502802	0.0408685	0.102726	0.0174761	0.213632	0.0218741	0.0359244	0.162196	0.0812641	0.0433166	0.403143	0.596857	0.4031427	1.504325
6660	-418.0284	-428.9884	10.96002	0.1957	0.0131853	0.10332	2.34076e-05	0.000320371	0.0577273	0.0262123	0.235444	0.0313094	0.254946	0.107498	0.125926	0.323505	0.0816461	0.00936554	0.333644	1.63859	0.327095	0.579836	0.843637	1.18534	1.72462	3.05721	0.8080324	0.1951326	0.124957	0.00841901	0.0659717	1.49462e-05	0.000204562	0.0368599	0.016737	0.150335	0.0199916	0.162787	0.0686396	0.0804058	0.206563	0.0521324	0.00598005	0.404703	0.595297	0.404703	1.566129
6696	-419.3599	-430.3736	11.01373	0.135548	0.0439409	0.17244	8.89812e-07	0.0187887	0.0214613	0.0136888	0.107754	0.0698155	0.16919	0.0179253	0.0368922	0.22479	0.0600441	0.00814804	0.542319	1.43861	0.279754	0.537268	0.823805	1.21388	1.86127	3.57457	0.9210784	0.3612668	0.123178	0.0399307	0.156703	8.08606e-07	0.017074	0.0195027	0.0124395	0.0979202	0.0634439	0.153749	0.0162894	0.0335253	0.204275	0.0545643	0.00740443	0.307201	0.692799	0.3072014	1.100428
6732	-419.694	-430.1922	10.49821	0.140891	0.161104	0.183636	0.0521984	0.043806	0.000972944	0.0259457	0.194639	0.111601	0.10624	0.0353222	0.422935	7.46091e-05	0.331654	0.150278	0.564017	1.41782	0.705437	0.843515	0.948292	1.05453	1.18552	1.41756	0.2523059	0.3812313	0.0718356	0.0821417	0.0936298	0.0266142	0.0223352	0.000496071	0.0132288	0.0992398	0.0569018	0.054168	0.0180096	0.21564	3.80407e-05	0.169099	0.0766218	0.304797	0.695203	0.304797	1.961299
6768	-424.2062	-435.3437	11.13753	0.0965801	0.1018	0.221932	0.00975907	0.00746676	0.0543967	0.0256432	0.0931755	0.0575126	0.035374	0.00627734	0.240079	0.00230775	0.160192	0.0384806	0.479758	1.49857	0.304594	0.560027	0.834538	1.19827	1.78563	3.28306	0.8595676	0.3068054	0.0839114	0.0884467	0.192821	0.00847894	0.00648732	0.0472613	0.0222795	0.0809534	0.0499685	0.0307339	0.00545392	0.208587	0.00200504	0.139179	0.0334329	0.298067	0.701933	0.2980669	1.150978
6804	-423.4995	-434.7264	11.22688	0.105057	0.0357442	0.133851	0.0728139	0.00662593	0.0618657	0.00758527	0.136548	0.0317875	0.222117	0.0230265	0.177295	0.0243753	0.117622	0.0179507	0.379016	1.59511	0.271539	0.529515	0.820078	1.2194	1.88852	3.68272	0.9426296	0.2277109	0.0894659	0.0304396	0.113987	0.0620081	0.00564262	0.0526846	0.00645959	0.116283	0.0270701	0.189155	0.0196093	0.150984	0.0207579	0.100167	0.0152868	0.397382	0.602618	0.3973818	1.174265
6840	-421.9894	-433.4819	11.4925	0.0653272	0.0224656	0.0441871	0.00320805	0.00452408	0.00957373	0.0372224	0.0859573	0.0340767	0.0767121	0.0120073	0.0776052	0.029226	0.0322056	0.0102578	0.268263	1.70125	0.143192	0.38756	0.743994	1.3441	2.58024	6.98363	1.405334	0.1511158	0.119964	0.0412548	0.0811434	0.00589113	0.00830784	0.0175808	0.0683537	0.157848	0.062577	0.140871	0.0220498	0.142511	0.0536694	0.059141	0.0188369	0.44736	0.55264	0.4473598	0.5445562
6876	-421.5788	-432.7741	11.19534	0.0658076	0.00353149	0.0591159	0.00144179	0.00200382	0.0117008	0.0373855	0.0992013	0.00142791	0.109548	0.0106807	0.0986623	0.0414118	0.0275369	0.00204762	0.298833	1.67195	0.105117	0.333325	0.709812	1.40882	3.00008	9.51321	1.628844	0.1712858	0.115148	0.00617931	0.103439	0.00252281	0.00350622	0.0204738	0.0654161	0.17358	0.00249851	0.191683	0.0186887	0.172637	0.0724612	0.0481833	0.00358287	0.443094	0.556906	0.4430943	0.5715033
6912	-416.3056	-427.2802	10.97459	0.0482561	0.00724991	0.0463279	0.000913608	0.00390501	0.00950677	0.00438362	0.0362082	0.0131358	0.0836506	0.00895213	0.0025667	0.0118406	0.067114	0.0347888	0.376722	1.59731	0.100803	0.326581	0.705301	1.41783	3.06202	9.92033	1.659144	0.2260213	0.127392	0.0191392	0.122302	0.00241185	0.0103089	0.0250971	0.0115724	0.0955867	0.0346775	0.220831	0.0236329	0.00677589	0.0312581	0.177175	0.0918396	0.308478	0.691522	0.308478	0.3787999
6948	-420.1285	-430.4385	10.31004	0.0133404	0.00188617	0.0173107	0.00086695	0.000630576	0.00914716	0.00435266	0.0335609	0.01127	0.0277485	0.00853523	0.0257263	0.00262217	0.0208255	0.0133085	0.402917	1.5722	0.0663134	0.266251	0.661762	1.51112	3.75585	15.0799	1.961948	0.245597	0.0697968	0.00986842	0.0905694	0.00453588	0.00329917	0.0478579	0.0227731	0.175591	0.0589647	0.14518	0.0446563	0.1346	0.0137192	0.108959	0.0696299	0.324412	0.675588	0.3244118	0.1911317
6984	-416.983	-428.2633	11.28028	0.0474967	0.011665	0.0547063	0.0108549	0.0124817	0.00801063	0.0128584	0.0382805	0.0380305	0.0392253	0.0375706	0.0977069	0.0193477	0.115275	0.0187249	0.409523	1.56587	0.162195	0.411845	0.758235	1.31885	2.4281	6.16542	1.31523	0.2506333	0.0844784	0.0207476	0.0973015	0.0193067	0.0222002	0.0142478	0.0228702	0.0680863	0.0676416	0.0697668	0.0668237	0.173783	0.0344121	0.20503	0.0333044	0.342671	0.657329	0.342671	0.5622347
